user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
DOME2_0613	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	GCF_900186955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	98.53	0.954	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.02, 0.837; GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 90.48, 0.823; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 93.25, 0.899; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.86, 0.813; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 91.05, 0.876; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.93, 0.844; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.46, 0.685; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 94.94, 0.916; GCF_001307105.1, s__Bacillus australimaris, 95.0, 91.46, 0.872; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 91.14, 0.872; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.99, 0.788; GCF_000691165.1, s__Bacillus safensis, 95.0, 91.59, 0.871; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.6, 0.62; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.61, 0.759; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 95.21, 0.911	N/A	N/A	N/A	N/A
DOME2_0614	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lactis	GCF_017873605.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lactis	99.66	0.992	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002741055.1, s__Paenibacillus ihbetae, 95.0, 93.45, 0.823	N/A	N/A	N/A	N/A
DOME2_0615	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	GCF_900186955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	98.6	0.958	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 90.48, 0.814; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.96, 0.847; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.01, 0.841; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.85, 0.812; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 93.26, 0.9; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 91.09, 0.881; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.52, 0.685; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 94.95, 0.922; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.57, 0.616; GCF_000691165.1, s__Bacillus safensis, 95.0, 91.57, 0.877; GCF_001307105.1, s__Bacillus australimaris, 95.0, 91.46, 0.874; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.92, 0.798; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.66, 0.763; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 91.19, 0.87; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 95.21, 0.919	N/A	N/A	N/A	N/A
DOME2_0616	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lactis	GCF_017873605.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lactis	98.97	0.944	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002741055.1, s__Paenibacillus ihbetae, 95.0, 93.48, 0.824	N/A	N/A	N/A	N/A
DOME2_0617	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella rhizosphaerae	GCF_900142675.1	95.29	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella rhizosphaerae	99.66	0.986	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002250115.1, s__Shouchella clausii, 95.0, 95.4, 0.885; GCF_025770735.1, s__Shouchella tritolerans, 95.0, 93.25, 0.844	N/A	N/A	N/A	N/A
DOME2_0618	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	GCF_900186955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	98.57	0.954	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 90.58, 0.818; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 91.01, 0.832; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.93, 0.84; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.87, 0.803; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 93.14, 0.89; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 91.02, 0.877; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 94.94, 0.917; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.42, 0.68; GCF_001307105.1, s__Bacillus australimaris, 95.0, 91.48, 0.871; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.52, 0.616; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.92, 0.789; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 91.15, 0.865; GCF_000691165.1, s__Bacillus safensis, 95.0, 91.67, 0.865; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 95.11, 0.911; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.7, 0.765	N/A	N/A	N/A	N/A
DOME2_0619	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium conglomeratum	GCF_027921985.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium conglomeratum	97.55	0.823	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002407065.1, s__Brachybacterium ginsengisoli, 95.0, 83.98, 0.327; GCF_002871795.1, s__Brachybacterium sp002871795, 95.0, 81.31, 0.179; GCF_005490785.1, s__Brachybacterium sp005490785, 95.0, 81.83, 0.23; GCF_014400405.1, s__Brachybacterium sp014400405, 95.0, 82.67, 0.293; GCF_017876545.1, s__Brachybacterium sacelli, 95.0, 81.82, 0.227; GCA_030457675.1, s__Brachybacterium sp030457675, 95.0, 85.02, 0.271; GCF_000225825.1, s__Brachybacterium squillarum, 95.0, 81.63, 0.215; GCF_014897705.1, s__Brachybacterium sp014897705, 95.0, 80.94, 0.201; GCA_019115335.1, s__Brachybacterium merdigallinarum, 95.0, 82.89, 0.177; GCF_002332425.1, s__Brachybacterium alimentarium, 95.0, 81.69, 0.21; GCF_001969445.1, s__Brachybacterium sp001969445, 95.0, 81.83, 0.213; GCF_002407185.1, s__Brachybacterium vulturis, 95.0, 83.06, 0.277; GCF_003355475.1, s__Brachybacterium saurashtrense, 95.0, 84.48, 0.356; GCF_014204755.1, s__Brachybacterium aquaticum, 95.0, 85.64, 0.434; GCF_947500705.1, s__Brachybacterium sp947500705, 95.0, 82.95, 0.265; GCF_017876515.1, s__Brachybacterium fresconis, 95.0, 82.1, 0.229; GCF_003347015.1, s__Brachybacterium sp003347015, 95.0, 82.87, 0.266; GCA_030451965.1, s__Brachybacterium sp030451965, 95.0, 84.61, 0.242; GCF_002216795.1, s__Brachybacterium avium, 95.0, 82.81, 0.281; GCA_019119915.1, s__Brachybacterium intestinipullorum, 95.0, 89.12, 0.553; GCF_900184245.1, s__Brachybacterium massiliense, 95.0, 84.28, 0.321; GCF_014897585.1, s__Brachybacterium tyrofermentans, 95.0, 81.26, 0.217; GCF_000023405.1, s__Brachybacterium faecium, 95.0, 83.9, 0.35; GCA_027322375.1, s__Brachybacterium sp027322375, 95.0, 87.23, 0.334; GCA_012799425.1, s__Brachybacterium sp012799425, 95.0, 85.67, 0.23	N/A	N/A	N/A	N/A
DOME2_0620	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus sciuri_A	GCF_025561425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus sciuri_A	96.77	0.856	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 95.99, 0.901; GCF_029024305.1, s__Mammaliicoccus vitulinus, 95.0, 84.62, 0.459; GCF_003970575.1, s__Mammaliicoccus fleurettii, 95.0, 84.91, 0.429	N/A	N/A	N/A	N/A
DOME2_0621	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	96.9	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.2, 0.191; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 82.16, 0.171; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 81.9, 0.173; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.52, 0.194; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.35, 0.197; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 82.03, 0.194; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.48, 0.315; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.9, 0.348; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 82.31, 0.173; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.75, 0.179; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.3, 0.159; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.39, 0.297; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.56, 0.179; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 82.23, 0.204; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.68, 0.346; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.29, 0.201; GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.49, 0.356; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.26, 0.355; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 81.69, 0.166; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 83.88, 0.323; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 81.17, 0.169; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 84.39, 0.324; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.15, 0.179; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.27, 0.332; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.1, 0.184; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.46, 0.191; GCF_000341125.1, s__Nocardiopsis lucentensis, 95.0, 83.19, 0.15; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.38, 0.2; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 84.19, 0.319; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.35, 0.197; GCF_000341145.1, s__Nocardiopsis xinjiangensis, 95.0, 81.07, 0.155; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.65, 0.174; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.83, 0.158; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.36, 0.298; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.11, 0.182; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.08, 0.195	N/A	N/A	N/A	N/A
DOME2_0623	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium gallinarum	GCF_014836885.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium gallinarum	96.54	0.863	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_025144725.1, s__Brevibacterium sp025144725, 95.0, 94.48, 0.799; GCF_013004595.1, s__Brevibacterium luteolum, 95.0, 93.63, 0.817	N/A	N/A	N/A	N/A
DOME2_0625	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella rhizosphaerae	GCF_900142675.1	95.29	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella rhizosphaerae	99.39	0.971	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002250115.1, s__Shouchella clausii, 95.0, 95.29, 0.86; GCF_025770735.1, s__Shouchella tritolerans, 95.0, 93.13, 0.81	N/A	N/A	N/A	N/A
DOME2_0626	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella rhizosphaerae	GCF_900142675.1	95.29	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella rhizosphaerae	99.13	0.948	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_025770735.1, s__Shouchella tritolerans, 95.0, 93.36, 0.842; GCF_002250115.1, s__Shouchella clausii, 95.0, 95.46, 0.893	N/A	N/A	N/A	N/A
DOME2_0627	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lactis	GCF_017873605.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lactis	98.91	0.943	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002741055.1, s__Paenibacillus ihbetae, 95.0, 93.48, 0.821	N/A	N/A	N/A	N/A
DOME2_0628	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	GCF_000011645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	99.77	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001969815.1, s__Bacillus swezeyi, 95.0, 83.99, 0.454; GCF_001969855.1, s__Bacillus haynesii, 95.0, 95.0, 0.885; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 84.44, 0.453; GCF_001042485.2, s__Bacillus paralicheniformis, 95.0, 94.31, 0.893	N/A	N/A	N/A	N/A
DOME2_0629	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella clausii	GCF_002250115.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Shouchella;s__Shouchella clausii	98.53	0.924	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_025770735.1, s__Shouchella tritolerans, 95.0, 93.95, 0.855; GCF_900142675.1, s__Shouchella rhizosphaerae, 95.29, 95.51, 0.907	N/A	N/A	N/A	N/A
DOME2_0630	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium massiliense	GCF_900184245.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium massiliense	97.55	0.819	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002407185.1, s__Brachybacterium vulturis, 95.0, 84.7, 0.384; GCA_019119915.1, s__Brachybacterium intestinipullorum, 95.0, 84.36, 0.302; GCF_003355475.1, s__Brachybacterium saurashtrense, 95.0, 84.41, 0.392; GCF_002407065.1, s__Brachybacterium ginsengisoli, 95.0, 84.68, 0.389; GCF_014400405.1, s__Brachybacterium sp014400405, 95.0, 88.11, 0.596; GCF_003347015.1, s__Brachybacterium sp003347015, 95.0, 83.06, 0.319; GCF_014897585.1, s__Brachybacterium tyrofermentans, 95.0, 81.97, 0.24; GCF_014204755.1, s__Brachybacterium aquaticum, 95.0, 83.77, 0.298; GCF_000225825.1, s__Brachybacterium squillarum, 95.0, 81.31, 0.191; GCF_017876545.1, s__Brachybacterium sacelli, 95.0, 82.41, 0.268; GCF_000023405.1, s__Brachybacterium faecium, 95.0, 85.06, 0.403; GCF_002871795.1, s__Brachybacterium sp002871795, 95.0, 80.61, 0.168; GCA_027322375.1, s__Brachybacterium sp027322375, 95.0, 85.4, 0.243; GCA_030451965.1, s__Brachybacterium sp030451965, 95.0, 85.56, 0.326; GCF_014897705.1, s__Brachybacterium sp014897705, 95.0, 81.82, 0.238; GCF_002332425.1, s__Brachybacterium alimentarium, 95.0, 81.81, 0.22; GCF_947500705.1, s__Brachybacterium sp947500705, 95.0, 85.17, 0.413; GCF_005490785.1, s__Brachybacterium sp005490785, 95.0, 80.79, 0.167; GCA_012799425.1, s__Brachybacterium sp012799425, 95.0, 89.47, 0.52; GCF_001969445.1, s__Brachybacterium sp001969445, 95.0, 82.21, 0.229; GCF_027921985.1, s__Brachybacterium conglomeratum, 95.0, 84.22, 0.349; GCF_017876515.1, s__Brachybacterium fresconis, 95.0, 82.39, 0.244; GCA_019118275.1, s__Brachybacterium merdavium, 95.0, 81.39, 0.185; GCA_030457675.1, s__Brachybacterium sp030457675, 95.0, 85.74, 0.357; GCF_002216795.1, s__Brachybacterium avium, 95.0, 84.42, 0.387	N/A	N/A	N/A	N/A
DOME2_0631	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium massiliense	GCF_900184245.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium massiliense	97.4	0.836	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002407185.1, s__Brachybacterium vulturis, 95.0, 84.95, 0.376; GCA_019119915.1, s__Brachybacterium intestinipullorum, 95.0, 84.26, 0.304; GCF_003355475.1, s__Brachybacterium saurashtrense, 95.0, 84.37, 0.394; GCF_014400405.1, s__Brachybacterium sp014400405, 95.0, 88.36, 0.616; GCF_002407065.1, s__Brachybacterium ginsengisoli, 95.0, 84.41, 0.385; GCF_003347015.1, s__Brachybacterium sp003347015, 95.0, 83.18, 0.321; GCF_014897585.1, s__Brachybacterium tyrofermentans, 95.0, 81.84, 0.236; GCF_014204755.1, s__Brachybacterium aquaticum, 95.0, 83.63, 0.299; GCF_000225825.1, s__Brachybacterium squillarum, 95.0, 81.38, 0.191; GCF_000023405.1, s__Brachybacterium faecium, 95.0, 84.86, 0.401; GCF_017876545.1, s__Brachybacterium sacelli, 95.0, 82.55, 0.256; GCF_002871795.1, s__Brachybacterium sp002871795, 95.0, 80.77, 0.171; GCA_027322375.1, s__Brachybacterium sp027322375, 95.0, 85.35, 0.233; GCA_030451965.1, s__Brachybacterium sp030451965, 95.0, 85.56, 0.33; GCF_014897705.1, s__Brachybacterium sp014897705, 95.0, 81.58, 0.24; GCA_019115335.1, s__Brachybacterium merdigallinarum, 95.0, 81.99, 0.155; GCF_002332425.1, s__Brachybacterium alimentarium, 95.0, 81.75, 0.221; GCF_947500705.1, s__Brachybacterium sp947500705, 95.0, 84.79, 0.405; GCA_012799425.1, s__Brachybacterium sp012799425, 95.0, 89.66, 0.533; GCF_005490785.1, s__Brachybacterium sp005490785, 95.0, 81.01, 0.17; GCF_001969445.1, s__Brachybacterium sp001969445, 95.0, 81.97, 0.239; GCF_027921985.1, s__Brachybacterium conglomeratum, 95.0, 84.5, 0.352; GCA_019118275.1, s__Brachybacterium merdavium, 95.0, 81.4, 0.18; GCF_017876515.1, s__Brachybacterium fresconis, 95.0, 82.63, 0.249; GCA_030457675.1, s__Brachybacterium sp030457675, 95.0, 85.86, 0.35; GCF_002216795.1, s__Brachybacterium avium, 95.0, 84.42, 0.386	N/A	N/A	N/A	N/A
DOME2_0632	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium xerosis	GCF_001552415.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium xerosis	98.74	0.934	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_012837295.1, s__Corynebacterium sp012837295, 95.0, 91.74, 0.67; GCA_012838715.1, s__Corynebacterium sp012838715, 95.0, 85.47, 0.254; GCF_946222985.1, s__Corynebacterium sp946222985, 95.0, 86.57, 0.46; GCF_030408835.1, s__Corynebacterium freneyi, 95.0, 87.17, 0.515; GCF_030408795.1, s__Corynebacterium hansenii, 95.0, 87.96, 0.543	N/A	N/A	N/A	N/A
DOME2_0633	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	GCF_000341225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba	98.6	0.93	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_020741345.1, s__Nocardiopsis listeri_A, 95.0, 85.36, 0.346; GCF_001905145.1, s__Nocardiopsis sp001905145, 95.0, 82.35, 0.193; GCF_001279585.1, s__Nocardiopsis sp001279585, 95.0, 81.77, 0.164; GCF_900143625.1, s__Nocardiopsis sp900143625, 95.0, 84.25, 0.356; GCF_000341265.1, s__Nocardiopsis prasina, 95.0, 83.78, 0.311; GCF_030555055.1, s__Nocardiopsis sp030555055, 95.0, 81.81, 0.165; GCF_030271535.1, s__Nocardiopsis sp030271535, 95.0, 80.87, 0.18; GCF_003634495.1, s__Nocardiopsis sp003634495, 95.0, 81.98, 0.174; GCF_014203695.1, s__Nocardiopsis algeriensis, 95.0, 81.42, 0.183; GCA_000340945.1, s__Nocardiopsis synnemataformans, 95.0, 82.21, 0.19; GCF_014651695.1, s__Nocardiopsis terrae, 95.0, 83.99, 0.317; GCF_018316655.1, s__Nocardiopsis changdeensis, 95.0, 81.78, 0.194; GCF_900141985.1, s__Nocardiopsis flavescens, 95.0, 81.3, 0.17; GCF_000341005.1, s__Nocardiopsis alkaliphila, 95.0, 84.29, 0.329; GCF_003386285.1, s__Nocardiopsis sp003386285, 95.0, 82.18, 0.178; GCF_000341085.1, s__Nocardiopsis ganjiahuensis, 95.0, 84.29, 0.312; GCF_018207095.1, s__Nocardiopsis sp018207095, 95.0, 84.5, 0.334; GCF_008638365.1, s__Nocardiopsis quinghaiensis, 95.0, 82.06, 0.19; GCF_013410755.1, s__Nocardiopsis aegyptia, 95.0, 81.92, 0.169; GCF_000341065.1, s__Nocardiopsis halotolerans, 95.0, 82.67, 0.168; GCF_014892575.1, s__Nocardiopsis coralli, 95.0, 81.09, 0.159; GCF_000092985.1, s__Nocardiopsis dassonvillei, 95.0, 82.21, 0.186; GCA_018388625.1, s__Nocardiopsis eucommiae, 95.0, 83.79, 0.319; GCA_002529455.1, s__Nocardiopsis fusca, 95.0, 81.97, 0.196; GCF_030766825.1, s__Nocardiopsis sp030766825, 95.0, 81.69, 0.179; GCF_009830945.1, s__Nocardiopsis sp009830945, 95.0, 82.29, 0.194; GCF_028882275.1, s__Nocardiopsis sp028882275, 95.0, 81.43, 0.171; GCF_001570765.1, s__Nocardiopsis listeri, 95.0, 84.8, 0.339; GCF_026642255.1, s__Nocardiopsis nanhaiensis_A, 95.0, 82.29, 0.201; GCF_001942255.1, s__Nocardiopsis sp001942255, 95.0, 81.73, 0.157; GCF_014201115.1, s__Nocardiopsis metallicus, 95.0, 84.0, 0.289; GCF_008638415.1, s__Nocardiopsis sinuspersici, 95.0, 82.15, 0.179; GCF_024134545.1, s__Nocardiopsis exhalans, 95.08, 84.0, 0.289; GCF_012396365.1, s__Nocardiopsis alborubida, 95.0, 82.1, 0.182	N/A	N/A	N/A	N/A
DOME2_0634	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	GCF_000011645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	99.62	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001969815.1, s__Bacillus swezeyi, 95.0, 84.14, 0.444; GCF_001042485.2, s__Bacillus paralicheniformis, 95.0, 94.56, 0.883; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 84.3, 0.437; GCF_001969855.1, s__Bacillus haynesii, 95.0, 94.99, 0.863	N/A	N/A	N/A	N/A
DOME2_0636	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus sciuri_A	GCF_025561425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus sciuri_A	96.89	0.848	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 95.92, 0.897; GCF_029024305.1, s__Mammaliicoccus vitulinus, 95.0, 85.08, 0.439; GCF_003970575.1, s__Mammaliicoccus fleurettii, 95.0, 85.05, 0.416	N/A	N/A	N/A	N/A
